4293205205726121|04|28|886
4848100077836019|03|28|142
4848100077716724|03|28|586
5444880155450131|04|27|638
4677851510885593|09|27|932
5598886014221278|02|27|454
5196032151394133|03|27|384
5363470065964442|06|30|425
5299420006355902|03|27|740
4165981544016797|03|27|519
4848100080701929|08|28|240
5599980005771018|07|27|526
4848100065566131|08|26|147
5491862026769271|06|28|646
4773760902227988|01|27|895
4921418012091296|09|27|878
5488093708013177|04|27|258
5363470054172999|09|29|811
4552051007701649|07|26|642
4895040524931413|03|27|774
5520023301891208|05|27|319
5491862022784605|12|26|110
4552051003067631|10|26|085
5239100005053095|07|27|396
5489888807828899|02|27|653
4377660000648046|10|26|354
4303063400268029|10|26|018
5521152700529835|09|28|059
4417707302837488|05|27|936
4283322084165321|11|26|111
5203539125207424|10|26|020
4162026286256517|08|27|526
4621469904333687|10|27|577
5229859330641112|07|27|320
4799689039481384|02|27|012
5520408430801030|07|27|168
4518354294973217|09|27|858
4902970001154272|12|26|937
5407160010148823|02|27|343
5256682105787183|06|26|771
4283322094544226|04|27|223
4766725001958089|08|27|618
5276012791869804|10|26|991
5509890034514736|06|28|826
4303063400557843|12|26|914
4286090162522286|10|26|172
4617729015088736|06|27|939
5179685990919005|07|26|230
5265580025753815|04|29|499
4678515001507409|10|27|810
5148826033267808|04|27|085
4693080245326687|06|26|729
4378410002071543|07|27|269
4034185303111315|09|26|899
4221550010721651|10|26|365
4283322104152689|04|28|342
5180981000146847|06|26|477
5196032155805159|07|27|643
4693080499704753|01|27|585
4165490201208184|12|27|324
5577918800223633|11|26|345
5286677079644059|12|27|017
4693080247989813|10|26|912
5239620009580751|06|26|255
5191670028994794|10|26|158
5196032144522576|09|26|843
5315910008799412|08|28|229
4784489505749092|07|27|177
4546320102778128|09|26|235
4678515001138296|09|26|809
4799689039921918|03|27|293
5203539127241744|10|26|559
4162982202346446|05|27|592
4162026407254607|07|27|424
4895040518587866|02|27|230
4391370013049222|08|26|904
5394111100134277|06|28|486
5491862018549087|10|26|430
4842810350032534|10|26|569
5414963709077364|03|27|645
4162026262436364|06|26|496
4303063006492379|07|27|096
4842810339317709|04|27|972
5423398906158015|07|26|766
5194693010216122|11|26|932
4460320038192578|02|27|663
4218080516285709|11|26|435
4380450182713601|08|26|065
5271739000528384|09|27|083
4552051003785794|10|27|414
4221510482703421|02|27|844
5246891080160489|03|28|568
4685070500177123|10|26|115
